PaperID,First Author,Year,Journal,Design,NumCitations,NumCitationsPerYear,TaskLength,Interval,nSubjects,TaskType,Task ,Healthy,ThrICC,ROIType,SummaryICC,Cortical,ICC,ICCse,p
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.61,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.13,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.64,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,S,0.19,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.11,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.6,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,-0.23,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.27,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.6,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,-0.13,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.79,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,S,0.5,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.4,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.7,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.32,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.17,,
Clement2009,Clement,2009,Human Brain Mapping,b,53,5.3,11,42,10,Memory,Episodic memory ,c,0,s,0,C,0.74,,
Atri2011,Atri,2011,Archives of Neurology,b,33,4.1,10.5,84,12,Memory,Episodic memory (face-name pairs),c,0,s,0,S,0.67,,
Atri2011,Atri,2011,Archives of Neurology,b,33,4.1,10.5,84,12,Memory,Episodic memory (face-name pairs),c,0,s,0,S,0.67,,
Erk2013,Erk,2013,Translational Psychiatry,b,8,1.3,11.7,14.5,20,Memory,Episodic recall (face-profession),h,1,sf,0,S,0.73,0.081632653,
Bennett2013,Bennett,2013,"Cognitive, Affective and Behavioral Neuroscience",b,34,5.7,11,183,14,Memory,Episodic recognition ,h,0,w,1,W,0.197,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,C,0.389,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,C,0.245,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,S,0.39,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,S,0.153,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,C,0.575,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,C,0.306,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,S,-0.005,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,S,-0.15,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,S,0.102,,
Sayer2016,Sayer,2016,Obesity,b,6,2,9,1,28,Reward,Food image viewing,c,0,sf,0,S,-0.405,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.76,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.746,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.497,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.39,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.634,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.757,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.683,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.593,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.668,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.721,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.688,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.771,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.63,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.734,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.451,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.657,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,S,0.436,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.694,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.781,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.392,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.596,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.708,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.675,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.613,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.531,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.457,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.636,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.706,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.69,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.619,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.696,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.774,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,C,0.731,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,S,0.289,,
Quiton2014,Quiton,2014,NeuroImage: Clinical,b,19,3.8,0.9,15,14,Pain,Heat pain,h,1,icc,1,S,0.564,,
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.643,,0.023
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.575,,0.009
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.615,,0.02
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.532,,0.045
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.58,,0.032
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.627,,0.023
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.614,,0.018
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.552,,0.047
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.682,,0.014
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.62,,0.024
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.536,,0.049
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.546,,0.045
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.563,,0.041
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.556,,0.046
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.515,,0.064
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.642,,0.021
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.637,,0.02
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.773,,0.003
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.787,,0.003
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.625,,0.019
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.657,,0.012
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.748,,0.003
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.646,,0.008
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.585,,0.033
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.566,,0.031
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.706,,0.003
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.568,,0.041
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.715,,0.008
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.648,,0.018
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.695,,0.008
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.715,,0.008
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.551,,0.045
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.489,,0.046
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.637,,0.019
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.726,,0.003
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.823,,0.001
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.675,,0.013
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.619,,0.027
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.578,,0.039
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.75,,0.005
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.644,,0.02
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.701,,0.011
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.708,,0.01
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.724,,0.008
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.731,,0.007
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.559,,0.041
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.665,,0.016
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.633,,0.023
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.649,,0.019
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.761,,0.004
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.623,,0.012
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,C,0.812,,0.001
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.587,,0.036
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.744,,0.006
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.759,,0.005
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.816,,0.001
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.859,,0.001
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.703,,0.01
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.835,,0.001
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.678,,0.014
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.587,,0.009
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.678,,0.014
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.564,,0.035
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.645,,0.02
Upadhyay2015,Upadhyay,2015,Journal of Neuroscience Methods,e,14,3.5,3.33,17.5,12,Pain,Heat stimulation,h,1,s,0,S,0.757,,0.005
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,0.01,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,0.3,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,0.16,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,-0.07,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,0.03,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,0.42,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,0.28,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,-0.53,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,-0.55,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,-0.13,,
Brandt2013,Brandt,2013,Frontiers in Psychiatry,b,33,5.5,8,35,15,Memory,Implicit memory encoding ,h,0,f,0,C,-0.1,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,s,1,C,0.21,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,f,1,C,0.21,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,sf,1,C,0.3,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,s,1,C,0.21,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,f,1,C,0.21,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,sf,1,C,0.23,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,s,1,C,0.22,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,f,1,C,0.29,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,sf,1,C,0.31,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,s,1,C,0.22,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,f,1,C,0.29,,
Schuster2017,Schuster,2017,PLoS ONE,b,0,0,9.17,6.9,20,Sensory,Landmark / spatial attention,h,0,sf,1,C,0.29,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,w,1,W,0.47,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,w,1,W,0.31,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.65,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.52,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.51,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.39,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.52,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.4,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.49,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,1,C,0.59,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,0,C,0.44,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,0,C,0.59,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,0,C,0.54,,
Wende2017,Wende,2017,Cortex,b,2,1,8,18.1,16,Sensory,Lateralization / visuospatial decision,h,0,f,0,C,0.46,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.16,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,-0.05,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.37,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.43,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.26,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.43,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,-0.1,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.01,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,-0.05,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.36,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.43,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.22,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.5,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.53,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.05,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (left hand),h,0,sf,0,S,0.26,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (right hand),h,0,sf,0,S,0.69,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (right hand),h,0,sf,0,S,0.69,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (right hand),h,0,sf,0,S,0.64,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (right hand),h,0,sf,0,S,0.5,,
Lee2010,Lee,2010,NeuroImage,b,21,2.3,10,16,18,Motor,Mixed-pace button pressing (right hand),h,0,sf,0,S,0.66,,
