Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age 
19,"C Wang, F Ji, Z Hong, JS Poh, R Krishnan…",Disrupted salience network functional connectivity and white-matter microstructure in persons at risk for psychosis: findings from the LYRIKS study,2016,Psychological …,cambridge.org,https://www.cambridge.org/core/journals/psychological-medicine/article/disrupted-salience-network-functional-connectivity-and-whitematter-microstructure-in-persons-at-risk-for-psychosis-findings-from-the-lyriks-study/A3FF5AA868698DB3757CAB0FCE5D173D,"https://scholar.google.com/scholar?cites=17831287500994828125&as_sdt=5,34&sciodt=0,34&hl=en",417,4/12/19,,,,,,,,,19,6.33,3,6,3
25,"RL Barry, BP Rogers, BN Conrad, SA Smith, JC Gore",Reproducibility of resting state spinal cord networks in healthy volunteers at 7 Tesla,2016,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811916001671,"https://scholar.google.com/scholar?cites=3348888175583810199&as_sdt=5,34&sciodt=0,34&hl=en",418,4/12/19,HTML,,,,,,,,25,8.33,5,5,3
17,"K Cassady, V Koppelmans, P Reuter-Lorenz…",Effects of a spaceflight analog environment on brain connectivity and behavior,2016,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811916303378,"https://scholar.google.com/scholar?cites=8817660627193380969&as_sdt=5,34&sciodt=0,34&hl=en",419,4/12/19,HTML,,,,,,,,17,5.67,4,4,3
0,"PJ Dinkel, K Willmee, H Krinzinger, K Konrad…",Diagnosing Developmental Dyscalculia on the Basis of Reliable Single Case,2013,,core.ac.uk,https://core.ac.uk/download/pdf/36618595.pdf,,420,4/12/19,PDF,,,,,,,,0,0,0,5,6
3,"Z Chen, M Liu, M Liu, J Li, H Shan, S Liu…",Effect of normal aging on the structure of marginal division of neostriatum as measured by MR phase imaging and diffusion tensor imaging,2017,Journal of Magnetic …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.25446,"https://scholar.google.com/scholar?cites=13833336607951992832&as_sdt=5,34&sciodt=0,34&hl=en",421,4/12/19,,,,,,,,,3,1.5,0,7,2
0,"R Peters, DJ White, A Scholey",Resting state fMRI reveals differential effects of glucose administration on central appetite signalling in young and old adults,2019,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/529552v1.abstract,,422,4/12/19,,,,,,,,,0,0,0,3,1
32,"Y Du, EA Allen, H He, J Sui, L Wu…",Artifact removal in the context of group ICA: A comparison of single‐subject and group approaches,2016,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.23086,"https://scholar.google.com/scholar?cites=2749845516110856514&as_sdt=5,34&sciodt=0,34&hl=en",423,4/12/19,,,,,,,,,32,10.67,5,6,3
9,"MWL Chee, HPA Van Dongen",Functional imaging of inter-individual differences in response to sleep deprivation,2013,"… , E., Maquet, P., Thorpy, MJ, Eds",books.google.com,https://books.google.com/books?hl=en&lr=&id=pQDRolVCMwsC&oi=fnd&pg=PA154&dq=icc+fmri+retest+(roi+OR+rois+OR+%22region+of+interest%22+OR+%22regions+of+interest%22)&ots=4yLUPLLTQu&sig=AnlTfXQgXRurPk7ZacXCNJAjKfE,"https://scholar.google.com/scholar?cites=14375510849056781580&as_sdt=5,34&sciodt=0,34&hl=en",424,4/12/19,,,,,,,,,9,1.5,5,2,6
36,"D Tomasi, E Shokri-Kojori, ND Volkow","High-resolution functional connectivity density: hub locations, sensitivity, specificity, reproducibility, and reliability",2015,Cerebral Cortex,academic.oup.com,https://academic.oup.com/cercor/article-abstract/26/7/3249/1746193,"https://scholar.google.com/scholar?cites=12572126714677546161&as_sdt=5,34&sciodt=0,34&hl=en",425,4/12/19,,,,,,,,,36,9,12,3,4
49,"J Goldberg, GM Anderson, L Zwaigenbaum…",Cortical serotonin type-2 receptor density in parents of children with autism spectrum disorders,2009,Journal of Autism and …,Springer,https://link.springer.com/article/10.1007/s10803-008-0604-4,"https://scholar.google.com/scholar?cites=9695543110397947018&as_sdt=5,34&sciodt=0,34&hl=en",426,4/12/19,HTML,,,,,,,,49,4.9,12,4,10
4,"S Geng, X Liu, BB Biswal, H Niu",Effect of resting-state fNIRS scanning duration on functional brain connectivity and graph theory metrics of brain network,2017,Frontiers in neuroscience,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnins.2017.00392,"https://scholar.google.com/scholar?cites=15843802300948592430&as_sdt=5,34&sciodt=0,34&hl=en",427,4/12/19,HTML,,,,,,,,4,2,1,4,2
1,"JH Fröhner, V Teckentrup, MN Smolka, NB Kroemer",Addressing the reliability fallacy: Similar group effects may arise from unreliable individual effects,2017,BioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/215053v1.abstract,"https://scholar.google.com/scholar?cites=6605852754135583830&as_sdt=5,34&sciodt=0,34&hl=en",428,4/12/19,,,,,,,,,1,0.5,0,4,2
22,"S Peters, ACK Van Duijvenvoorde…","Longitudinal development of frontoparietal activity during feedback learning: contributions of age, performance, working memory and cortical thickness",2016,Developmental cognitive …,Elsevier,https://www.sciencedirect.com/science/article/pii/S187892931530116X,"https://scholar.google.com/scholar?cites=1354374380790159483&as_sdt=5,34&sciodt=0,34&hl=en",429,4/12/19,HTML,,,,,,,,22,7.33,7,3,3
8,"O Maïza, B Mazoyer, PY Hervé…",Impact of cognitive performance on the reproducibility of fMRI activation in schizophrenia,2010,Journal of psychiatry …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2964368/,"https://scholar.google.com/scholar?cites=7152393196103349422&as_sdt=5,34&sciodt=0,34&hl=en",430,4/12/19,HTML,,,,,,,,8,0.89,2,4,9
22,"K Zhao, WJ Yan, YH Chen, XN Zuo, X Fu",Amygdala volume predicts inter-individual differences in fearful face recognition,2013,PLoS One,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0074096,"https://scholar.google.com/scholar?cites=14772293931836215210&as_sdt=5,34&sciodt=0,34&hl=en",431,4/12/19,HTML,,,,,,,,22,3.67,4,5,6
39,"AT Trout, S Serai, AD Mahley, H Wang, Y Zhang…","Liver stiffness measurements with MR elastography: agreement and repeatability across imaging systems, field strengths, and pulse sequences",2016,Radiology,pubs.rsna.org,https://pubs.rsna.org/doi/abs/10.1148/radiol.2016160209,"https://scholar.google.com/scholar?cites=1833535374863587909&as_sdt=5,34&sciodt=0,34&hl=en",432,4/12/19,,,,,,,,,39,13,7,6,3
0,"E Výtvarová, J Fousek, M Bartoň…",The impact of diverse preprocessing pipelines on brain functional connectivity,2017,2017 25th European …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8081690/,,433,4/12/19,,,,,,,,,0,0,0,4,2
13,"J Goñi, O Sporns, H Cheng, M Aznárez-Sanado…",Robust estimation of fractal measures for characterizing the structural complexity of the human brain: optimization and reproducibility,2013,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811913007106,"https://scholar.google.com/scholar?cites=986289252235177031&as_sdt=5,34&sciodt=0,34&hl=en",434,4/12/19,HTML,,,,,,,,13,2.17,3,5,6
0,T Paus,Systems Phenomics,2013,Population Neuroscience,Springer,https://link.springer.com/chapter/10.1007/978-3-642-36450-1_7,,435,4/12/19,,,,,,,,,0,0,0,1,6
10,"SJ Son, J Kim, H Park",Structural and functional connectional fingerprints in mild cognitive impairment and Alzheimer's disease patients,2017,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0173426,"https://scholar.google.com/scholar?cites=15963494492556300226&as_sdt=5,34&sciodt=0,34&hl=en",436,4/12/19,HTML,,,,,,,,10,5,3,3,2
26,"SA Baldwin, MJ Larson, PE Clayson",The dependability of electrophysiological measurements of performance monitoring in a clinical sample: A generalizability and decision analysis of the ERN and P e,2015,Psychophysiology,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/psyp.12401,"https://scholar.google.com/scholar?cites=12231197527556738321&as_sdt=5,34&sciodt=0,34&hl=en",437,4/12/19,,,,,,,,,26,6.5,9,3,4
1,"R Schmälzle, MA Imhof, C Grall, T Flaisch, HT Schupp",Reliability of fMRI time series: Similarity of neural processing during movie viewing,2017,,kops.uni-konstanz.de,http://kops.uni-konstanz.de/handle/123456789/41489,"https://scholar.google.com/scholar?cites=8293565619820924891&as_sdt=5,34&sciodt=0,34&hl=en",438,4/12/19,,,,,,,,,1,0.5,0,5,2
0,"I Gutberlet, M De Vos",1Q1 Real-time EEG feedback during simultaneous EEG–fMRI identifies the 2 cortical signature of motor imagery,,academia.edu,,http://www.academia.edu/download/42472012/Real-time_EEG_feedback_during_simultaneo20160209-21528-1s9456y.pdf,,439,4/12/19,PDF,,,,,,,,0,0,0,2,
53,"KM Rodrigue, EM Haacke, N Raz",Differential effects of age and history of hypertension on regional brain volumes and iron,2011,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S105381191001270X,"https://scholar.google.com/scholar?cites=13784208703821264018&as_sdt=5,34&sciodt=0,34&hl=en",440,4/12/19,HTML,,,,,,,,53,6.63,18,3,8
18,"G Okubo, T Okada, A Yamamoto…",MP2RAGE for deep gray matter measurement of the brain: a comparative study with MPRAGE,2016,Journal of Magnetic …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.24960,"https://scholar.google.com/scholar?cites=15823387704217895245&as_sdt=5,34&sciodt=0,34&hl=en",441,4/12/19,,,,,,,,,18,6,5,4,3
2,"S Deprez, MB de Ruiter, S Bogaert, R Peeters…","Multi-center reproducibility of structural, diffusion tensor, and resting state functional magnetic resonance imaging measures",2018,Neuroradiology,Springer,https://link.springer.com/article/10.1007/s00234-018-2017-1,"https://scholar.google.com/scholar?cites=13364001532831764739&as_sdt=5,34&sciodt=0,34&hl=en",442,4/12/19,HTML,,,,,,,,2,2,0,5,1
0,G Kristo,Functional mapping for brain surgery,2012,,pure.uvt.nl,https://pure.uvt.nl/ws/portalfiles/portal/1470915/Kristo_functional_18-12-2012.pdf,,443,4/12/19,PDF,,,,,,,,0,0,0,1,7
34,"R Alonzi, NJ Taylor, JJ Stirling, JA d'Arcy…",Reproducibility and correlation between quantitative and semiquantitative dynamic and intrinsic susceptibility‐weighted MRI parameters in the benign and malignant …,2010,Journal of Magnetic …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.22215,"https://scholar.google.com/scholar?cites=8302817158340698929&as_sdt=5,34&sciodt=0,34&hl=en",444,4/12/19,,,,,,,,,34,3.78,7,5,9
15,"BA Mueller, KO Lim, L Hemmy, J Camchong",Diffusion MRI and its role in neuropsychology,2015,Neuropsychology review,Springer,https://link.springer.com/article/10.1007/s11065-015-9291-z,"https://scholar.google.com/scholar?cites=15622183913529731295&as_sdt=5,34&sciodt=0,34&hl=en",445,4/12/19,HTML,,,,,,,,15,3.75,4,4,4
56,"U Ettinger, SCR Williams, D Patel, TM Michel…",Effects of acute nicotine on brain function in healthy smokers and non-smokers: estimation of inter-individual response heterogeneity,2009,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811908012962,"https://scholar.google.com/scholar?cites=9922519893854264837&as_sdt=5,34&sciodt=0,34&hl=en",446,4/12/19,HTML,,,,,,,,56,5.6,11,5,10
63,"JE Grant, S Correia, T Brennan-Krohn…",Frontal white matter integrity in borderline personality disorder with self-injurious behavior,2007,The Journal of …,Am Neuropsych Assoc,https://neuro.psychiatryonline.org/doi/full/10.1176/jnp.2007.19.4.383,"https://scholar.google.com/scholar?cites=1459606910955929788&as_sdt=5,34&sciodt=0,34&hl=en",447,4/12/19,HTML,,,,,,,,63,5.25,16,4,12
2,"N Honnorat, C Davatzikos",Riccati-regularized precision matrices for neuroimaging,2017,… on Information Processing in Medical Imaging,Springer,https://link.springer.com/chapter/10.1007/978-3-319-59050-9_22,"https://scholar.google.com/scholar?cites=7362964324685815097&as_sdt=5,34&sciodt=0,34&hl=en",448,4/12/19,,,,,,,,,2,1,1,2,2
9,"S Dravida, JA Noah, X Zhang, J Hirsch",Comparison of oxyhemoglobin and deoxyhemoglobin signal reliability with and without global mean removal for digit manipulation motor tasks,2017,Neurophotonics,spiedigitallibrary.org,https://www.spiedigitallibrary.org/journals/Neurophotonics/volume-5/issue-1/011006/Comparison-of-oxyhemoglobin-and-deoxyhemoglobin-signal-reliability-with-and-without/10.1117/1.NPh.5.1.011006.short,"https://scholar.google.com/scholar?cites=7819900577178143568&as_sdt=5,34&sciodt=0,34&hl=en",449,4/12/19,HTML,,,,,,,,9,4.5,2,4,2
0,"F Khalvati, Y Zhang, S Baig, EM Lobo-Mueller…",Prognostic Value of CT Radiomic Features in Resectable Pancreatic Ductal Adenocarcinoma,2019,Scientific reports,nature.com,https://www.nature.com/articles/s41598-019-41728-7,,450,4/12/19,HTML,,,,,,,,0,0,0,5,1
0,"D Bénis, O David, JP Lachaux, E Seigneuret, P Krack…",FC3_1. Subthalamic nucleus activity dissociates proactive and reactive inhibition in patients with Parkinson's disease,,pdfs.semanticscholar.org,,https://pdfs.semanticscholar.org/4641/b4aa165067046c3691e2832d015e2ec09a16.pdf,,451,4/12/19,PDF,,,,,,,,0,0,0,6,
136,"MJ Kempton, U Ettinger, R Foster…",Dehydration affects brain structure and function in healthy adolescents,2011,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.20999,"https://scholar.google.com/scholar?cites=559577550052628885&as_sdt=5,34&sciodt=0,34&hl=en",452,4/12/19,,,,,,,,,136,17,34,4,8
14,"KM McGregor, A Sudhyadhom, J Nocera, A Seff…",Reliability of negative BOLD in ipsilateral sensorimotor areas during unimanual task activity,2015,Brain imaging and …,Springer,https://link.springer.com/article/10.1007/s11682-014-9302-3,"https://scholar.google.com/scholar?cites=10724637461832453951&as_sdt=5,34&sciodt=0,34&hl=en",453,4/12/19,HTML,,,,,,,,14,3.5,3,5,4
62,"O Grimm, A Heinz, H Walter, P Kirsch, S Erk…",Striatal response to reward anticipation: evidence for a systems-level intermediate phenotype for schizophrenia,2014,JAMA …,jamanetwork.com,https://jamanetwork.com/journals/jamapsychiatry/article-abstract/1840329,"https://scholar.google.com/scholar?cites=1252331613668965111&as_sdt=5,34&sciodt=0,34&hl=en",454,4/12/19,,,,,,,,,62,12.4,10,6,5
22,"PRA Stokes, P Shotbolt, MA Mehta…",Nature or nurture? Determining the heritability of human striatal dopamine function: an [18F]-DOPA PET study,2013,…,nature.com,https://www.nature.com/articles/npp2012207,"https://scholar.google.com/scholar?cites=9717809018562365852&as_sdt=5,34&sciodt=0,34&hl=en",455,4/12/19,,,,,,,,,22,3.67,6,4,6
3,"C Kraus, M Klöbl, M Tik, B Auer, T Vanicek…",The pulvinar nucleus and antidepressant treatment: dynamic modeling of antidepressant response and remission with ultra-high field functional MRI,2018,Molecular …,nature.com,https://www.nature.com/articles/s41380-017-0009-x,"https://scholar.google.com/scholar?cites=16402805642937660862&as_sdt=5,34&sciodt=0,34&hl=en",456,4/12/19,HTML,,,,,,,,3,3,1,6,1
0,R Sayer,Dietary and exercise effects on neural responses to visual food stimuli in overweight and obese adults,2015,,docs.lib.purdue.edu,https://docs.lib.purdue.edu/open_access_dissertations/1429/,,457,4/12/19,,,,,,,,,0,0,0,1,4
85,"A Bertolino, P Taurisano, NM Pisciotta, G Blasi, L Fazio…",Genetically determined measures of striatal D2 signaling predict prefrontal activity during working memory performance,2010,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0009348,"https://scholar.google.com/scholar?cites=6517202042525990169&as_sdt=5,34&sciodt=0,34&hl=en",458,4/12/19,HTML,,,,,,,,85,9.44,14,6,9
359,"KM Kennedy, N Raz","Aging white matter and cognition: differential effects of regional variations in diffusion properties on memory, executive functions, and speed",2009,Neuropsychologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0028393209000074,"https://scholar.google.com/scholar?cites=16140830011049314507&as_sdt=5,34&sciodt=0,34&hl=en",459,4/12/19,HTML,,,,,,,,359,35.9,180,2,10
0,"C Sripada, M Angstadt, S Rutherford, D Kessler…",Basic Units of Inter-Individual Variation in Resting State Connectomes,2019,Scientific reports,nature.com,https://www.nature.com/articles/s41598-018-38406-5,,460,4/12/19,HTML,,,,,,,,0,0,0,5,1
5,"AD Robertson, S Marzolini, LE Middleton…",Exercise training increases parietal lobe cerebral blood flow in chronic stroke: an observational study,2017,Frontiers in aging …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnagi.2017.00318,"https://scholar.google.com/scholar?cites=11363810884565906247&as_sdt=5,34&sciodt=0,34&hl=en",461,4/12/19,HTML,,,,,,,,5,2.5,1,4,2
2,"J Yang, RG Burciu, DE Vaillancourt",Longitudinal progression markers of Parkinson's disease: Current view on structural imaging,2018,Current neurology and neuroscience …,Springer,https://link.springer.com/article/10.1007/s11910-018-0894-7,"https://scholar.google.com/scholar?cites=8741911317931837490&as_sdt=5,34&sciodt=0,34&hl=en",462,4/12/19,HTML,,,,,,,,2,2,1,3,1
0,"M Veronese, L Moro, M Arcolin, O Dipasquale…",Covariance statistics and network analysis of brain PET imaging studies,2019,Scientific reports,nature.com,https://www.nature.com/articles/s41598-019-39005-8,,463,4/12/19,HTML,,,,,,,,0,0,0,5,1
447,"FM Gunning-Dixon, N Raz",Neuroanatomical correlates of selected executive functions in middle-aged and older adults: a prospective MRI study,2003,Neuropsychologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0028393203001295,"https://scholar.google.com/scholar?cites=288770278287854463&as_sdt=5,34&sciodt=0,34&hl=en",464,4/12/19,HTML,,,,,,,,447,27.94,224,2,16
65,"W Zheng, MWL Chee, V Zagorodnov",Improvement of brain segmentation accuracy by optimizing non-uniformity correction using N3,2009,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811909006703,"https://scholar.google.com/scholar?cites=10996106131679211933&as_sdt=5,34&sciodt=0,34&hl=en",465,4/12/19,HTML,,,,,,,,65,6.5,22,3,10
5,"AG Wood, J Chen, C Moran, T Phan, R Beare…",Brain activation during memory encoding in type 2 diabetes mellitus: a discordant twin pair study,2016,Journal of diabetes …,hindawi.com,https://www.hindawi.com/journals/jdr/2016/3978428/abs/,"https://scholar.google.com/scholar?cites=2319705118620647321&as_sdt=5,34&sciodt=0,34&hl=en",466,4/12/19,,,,,,,,,5,1.67,1,6,3
31,"L Tuominen, L Nummenmaa…",Mapping neurotransmitter networks with PET: an example on serotonin and opioid systems,2014,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.22298,"https://scholar.google.com/scholar?cites=1795945159169586354&as_sdt=5,34&sciodt=0,34&hl=en",467,4/12/19,,,,,,,,,31,6.2,10,3,5
115,"A Chung, IK Lyoo, SJ Kim, J Hwang…",Decreased frontal white-matter integrity in abstinent methamphetamine abusers,2007,International Journal …,academic.oup.com,https://academic.oup.com/ijnp/article-abstract/10/6/765/804777,"https://scholar.google.com/scholar?cites=9892088556125712654&as_sdt=5,34&sciodt=0,34&hl=en",468,4/12/19,,,,,,,,,115,9.58,23,5,12
2,"AF Mejia, MB Nebel, AD Barber, AS Choe…",Effects of Scan Length and Shrinkage on Reliability of Resting-State Functional Connectivity in the Human Connectome Project,2016,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1606.06284,"https://scholar.google.com/scholar?cites=7586420632650897858&as_sdt=5,34&sciodt=0,34&hl=en",469,4/12/19,,,,,,,,,2,0.67,0,5,3
4,"M Raemaekers, W Schellekens, N Petridou…",Knowing left from right: asymmetric functional connectivity during resting state,2018,Brain Structure and …,Springer,https://link.springer.com/article/10.1007/s00429-017-1604-y,"https://scholar.google.com/scholar?cites=13700961068526073722&as_sdt=5,34&sciodt=0,34&hl=en",470,4/12/19,HTML,,,,,,,,4,4,1,4,1
8,"RME Steketee, HJMM Mutsaerts, EE Bron…",Quantitative functional arterial spin labeling (fASL) MRI–sensitivity and reproducibility of regional CBF changes using pseudo-continuous ASL product …,2015,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0132929,"https://scholar.google.com/scholar?cites=13195008223823257884&as_sdt=5,34&sciodt=0,34&hl=en",471,4/12/19,HTML,,,,,,,,8,2,2,4,4
0,L Karjalainen,"Eating disorders, eating pathology and ESSENCE",2016,,gupea.ub.gu.se,https://gupea.ub.gu.se/handle/2077/44865,,472,4/12/19,BOOK,,,,,,,,0,0,0,1,3
77,"MJ Kempton, U Ettinger, A Schmechtig…",Effects of acute dehydration on brain morphology in healthy humans,2009,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.20500,"https://scholar.google.com/scholar?cites=924298783294590328&as_sdt=5,34&sciodt=0,34&hl=en",473,4/12/19,,,,,,,,,77,7.7,19,4,10
1,"X Hu, KS Hong, SS Ge",FNIRS based functional connectivity during task state and resting state,2012,2012 12th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6393190/,"https://scholar.google.com/scholar?cites=15564434286023356369&as_sdt=5,34&sciodt=0,34&hl=en",474,4/12/19,,,,,,,,,1,0.14,0,3,7
12,"F Kara, F Chen, I Ronen, HJM de Groot…",In vivo measurement of transverse relaxation time in the mouse brain at 17.6 T,2013,Magnetic resonance …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.24533,"https://scholar.google.com/scholar?cites=12961791973586867866&as_sdt=5,34&sciodt=0,34&hl=en",475,4/12/19,,,,,,,,,12,2,2,5,6
25,"A Paolozza, S Treit, C Beaulieu, JN Reynolds",Response inhibition deficits in children with Fetal Alcohol Spectrum Disorder: relationship between diffusion tensor imaging of the corpus callosum and eye …,2014,NeuroImage: Clinical,Elsevier,https://www.sciencedirect.com/science/article/pii/S2213158214000758,"https://scholar.google.com/scholar?cites=5312028206235322899&as_sdt=5,34&sciodt=0,34&hl=en",476,4/12/19,HTML,,,,,,,,25,5,6,4,5
14,"RL Cannon, DR Baldwin",EEG current source density and the phenomenology of the default network,2012,Clinical EEG and Neuroscience,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1550059412449780,"https://scholar.google.com/scholar?cites=1936477705323200087&as_sdt=5,34&sciodt=0,34&hl=en",477,4/12/19,,,,,,,,,14,2,7,2,7
8,"AD Iordan, KA Cooke, KD Moored, B Katz…",Aging and network properties: stability over time and links with learning during working memory training,2018,Frontiers in aging …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnagi.2017.00419,"https://scholar.google.com/scholar?cites=14653478981487591268&as_sdt=5,34&sciodt=0,34&hl=en",478,4/12/19,HTML,,,,,,,,8,8,2,5,1
2,"DC Shungu, X Mao, R Gonzales, TN Soones…","… the J-editing 1H MRS Technique: A Comprehensive Methodological Evaluation of Sensitivity Enhancement, Macromolecule Contamination and Test-Retest …",2016,NMR in …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909570/,"https://scholar.google.com/scholar?cites=18154685705661829757&as_sdt=5,34&sciodt=0,34&hl=en",479,4/12/19,HTML,,,,,,,,2,0.67,0,5,3
9,"A Anemone, L Consolino, DL Longo",MRI-CEST assessment of tumour perfusion using X-ray iodinated agents: comparison with a conventional Gd-based agent,2017,European radiology,Springer,https://link.springer.com/article/10.1007/s00330-016-4552-7,"https://scholar.google.com/scholar?cites=9712912728515656916&as_sdt=5,34&sciodt=0,34&hl=en",480,4/12/19,HTML,,,,,,,,9,4.5,3,3,2
0,"SD Shirk, DG McLaren, JS Bloomfield…",Inter-Rater Reliability of Preprocessing EEG Data: Impact of Subjective Artifact Removal on Associative Memory Task ERP Results,2017,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnins.2017.00322,,481,4/12/19,HTML,,,,,,,,0,0,0,4,2
68,"DS Schechter, DA Moser, Z Wang…",An fMRI study of the brain responses of traumatized mothers to viewing their toddlers during separation and play,2011,Social cognitive and …,academic.oup.com,https://academic.oup.com/scan/article-abstract/7/8/969/1622757,"https://scholar.google.com/scholar?cites=11062228575372793119&as_sdt=5,34&sciodt=0,34&hl=en",482,4/12/19,,,,,,,,,68,8.5,17,4,8
10,"L Delaparte, FC Yeh, P Adams, A Malchow…",A comparison of structural connectivity in anxious depression versus non-anxious depression,2017,Journal of psychiatric …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022395616303417,"https://scholar.google.com/scholar?cites=2556925198252405669&as_sdt=5,34&sciodt=0,34&hl=en",483,4/12/19,HTML,,,,,,,,10,5,2,5,2
73,"T Yoshida, RW McCarley, M Nakamura, KU Lee…",A prospective longitudinal volumetric MRI study of superior temporal gyrus gray matter and amygdala–hippocampal complex in chronic schizophrenia,2009,Schizophrenia …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0920996409002199,"https://scholar.google.com/scholar?cites=860785772769220338&as_sdt=5,34&sciodt=0,34&hl=en",484,4/12/19,HTML,,,,,,,,73,7.3,15,5,10
8,"NZ Bielczyk, F Walocha, PW Ebel, KV Haak, A Llera…",Thresholding functional connectomes by means of mixture modeling,2018,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S105381191830003X,"https://scholar.google.com/scholar?cites=2646690832509136126&as_sdt=5,34&sciodt=0,34&hl=en",485,4/12/19,HTML,,,,,,,,8,8,1,6,1
0,MA Morrison,Pre-operative Functional Magnetic Resonance Imaging: Application to Tumour Resection by Awake Craniotomy,2016,,tspace.library.utoronto.ca,https://tspace.library.utoronto.ca/handle/1807/76580,,486,4/12/19,,,,,,,,,0,0,0,1,3
0,"DL Schwartz, I Tagge, K Powers, S Ahn…",Multisite reliability and repeatability of an advanced brain MRI protocol,2019,Journal of Magnetic …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.26652,,487,4/12/19,,,,,,,,,0,0,0,5,1
56,"JP Owen, E Ziv, P Bukshpun, N Pojman…",Test–retest reliability of computational network measurements derived from the structural connectome of the human brain,2013,Brain …,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/brain.2012.0121,"https://scholar.google.com/scholar?cites=9107023965064995156&as_sdt=5,34&sciodt=0,34&hl=en",488,4/12/19,,,,,,,,,56,9.33,11,5,6
67,"MJ Kempton, TSA Underwood, S Brunton, F Stylios…",A comprehensive testing protocol for MRI neuroanatomical segmentation techniques: evaluation of a novel lateral ventricle segmentation method,2011,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811911007269,"https://scholar.google.com/scholar?cites=13678706135466594836&as_sdt=5,34&sciodt=0,34&hl=en",489,4/12/19,HTML,,,,,,,,67,8.38,13,5,8
1,"C Sripada, M Angstadt, S Rutherford, D Kessler, Y Kim…",Fundamental units of inter-individual variation in resting state connectomes,2018,BioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/326082v1.abstract,"https://scholar.google.com/scholar?cites=6112848801838695288&as_sdt=5,34&sciodt=0,34&hl=en",490,4/12/19,,,,,,,,,1,1,0,6,1
162,"N Raz, KM Rodrigue, EM Haacke",Brain Aging and Its Modifiers: Insights from in Vivo Neuromorphometry and Susceptibility Weighted Imaging,2007,… of the New York Academy of …,Wiley Online Library,https://nyaspubs.onlinelibrary.wiley.com/doi/abs/10.1196/annals.1379.018,"https://scholar.google.com/scholar?cites=16511533178509002087&as_sdt=5,34&sciodt=0,34&hl=en",491,4/12/19,,,,,,,,,162,13.5,54,3,12
